Classe Geral,Classe específica,Código IFES,"
ASSUNTO",FASE CORRENTE,FASE INTER- MEDIÁRIA,"
DESTINAÇÃO FINAL","
OBSERVAÇÕES"
025,02511        ,025.11       ,025.11               PROCESSOS DISCIPLINARES,5 anos,95 anos,Guarda permanente,
025,02512        ,025.12       ,025.12               PENALIDADES DISCIPLINARES,5 anos,95 anos,Guarda permanente,
026,026          ,026          ,"026           PREVIDÊNCIA, ASSISTÊNCIA E SEGURIDADE SOCIAL",,,,
026,02601        ,026.01       ,026.01              PREVIDÊNCIA PRIVADA,5 anos,47 anos,Eliminação,
026,0261         ,026.1        ,026.1            BENEFÍCIOS,,,,
026,02611        ,026.11       ,026.11               SEGUROS,Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Eliminação,
026,02612A       ,026.12A      ,026.12A            AUXÍLIOS ACIDENTE DOENÇA FUNERAL NATALIDADE,Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,
026,02612B       ,026.12B      ,026.12B                    RECLUSÃO,5 anos,47 anos,Eliminação,
026,02613        ,026.13       ,026.13            APOSENTADORIA,5 anos,95 anos,Eliminação,
026,026131       ,026.131      ,026.131              CONTAGEM E AVERBAÇÃO DE TEMPO DE SERVIÇO,Até a homolo- gação da aposentadoria,,Eliminação,
026,026132A      ,026.132A     ,026.132A               PENSÕES:  PROVISÓRIA E TEMPORÁRIA,Enquanto vigora,5 anos,Eliminação,
026,026132B      ,026.132B     ,026.132B                     PENSÃO VITALÍCIA,5 anos,95 anos,Eliminação,
026,02619        ,026.19       ,026.19            OUTROS BENEFÍCIOS,,,,
026,026191       ,026.191      ,026.191               ADIANTAMENTOS E EMPRÉSTIMOS A SERVIDORES,Até quitação da dívida,5 anos,Eliminação,
026,026192A      ,026.192A     ,026.192A               ASSISTÊNCIA À SAÚDE(INCLUSIVE PLANOS DE SAÚDE),Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Eliminação,
026,026192B      ,026.192B     ,026.192B                   PRONTUÁRIO MÉDICO DO SERVIDOR,5 anos,95 anos,Eliminação,
026,026193       ,026.193      ,026.193               AQUISIÇÃO DE IMÓVEIS,Até quitação da dívida,5 anos,Eliminação,
026,026194       ,026.194      ,026.194               OCUPAÇÃO DE PRÓPRIOS DA UNIÃO,Enquanto permanece  a ocupação,5 anos,Eliminação,
026,026195       ,026.195      ,026.195                TRANSPORTES  PARA SERVIDORES,2 anos,,Eliminação,
026,0262         ,026.2        ,026.2            HIGIENE E SEGURANÇA DO TRABALHO,2 anos,,Eliminação,
026,02621A       ,026.21A      ,026.21A              PREVENÇÃO DE ACIDENTES DE TRABALHO,5 anos,47 anos,Eliminação,
026,02621B       ,026.21B      ,026.21B                    COMISSÃO INTERNA DE PREVENÇÃO  DE ACIDENTES (CIPA),2 anos,,Eliminação,
026,02621C       ,026.21C      ,"026.21C                   CRIAÇÃO,   DESIGNAÇÃO,   PROPOSTAS,    RELATÓRIOS  E ATAS",3 anos,5 anos,Guarda permanente,
026,02622        ,026.22       ,"026.22            REFEITÓRIOS, CANTINAS E COPAS(FORNECIMENTO DE REFEIÇÕES)",2 anos,,Eliminação,
026,02623        ,026.23       ,026.23            INSPEÇÕES PERIÓDICAS DE SAÚDE,5 anos,,Eliminação,
029,029          ,029          ,029           OUTROS ASSUNTOS REFERENTES  A PESSOAL,,,,
029,0291         ,029.1        ,029.1           HORÁRIO DE EXPEDIENTE(INCLUSIVE ESCALA  DE PLANTÃO),2 anos,,Eliminação,
029,02911        ,029.11       ,"029.11            CONTROLE DE FREQUÊNCIALIVROS, CARTÕES, FOLHAS DE PONTO, ABONO DE FALTAS, CUMPRIMENTO DE HORAS EXTRAS",5 anos,47 anos,Eliminação,
029,0292         ,029.2        ,029.2            MISSÕES FORA DA SEDE. VIAGENS A SERVIÇO,,,,
029,02921        ,029.21       ,"029.21            NO PAÍS AJUDAS DE CUSTO DIÁRIAS
PASSAGENS  (INCLUSIVE DEVOLUÇÃO) PRESTAÇÕES DE CONTAS
RELATÓRIOS DE VIAGEM",Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,"Os   relatórios  técnicos  de  viagem  estarão classificados no assunto correspondente ao seu conteúdo, cujos prazos e destinação estão estabelecidos nesta tabela."
029,02922        ,029.22       ,029.22            NO EXTERIOR(AFASTAMENTO DO PAÍS),,,,
029,029221       ,029.221      ,029.221               SEM ÔNUS PARA A INSTITUIÇÃO,7 anos,,Eliminação,"Os   relatórios  técnicos  de  viagem  estarão classificados no assunto correspondente ao seu conteúdo, cujos prazos e destinação estão estabelecidos nesta tabela."
029,029222       ,029.222      ,"029.222               COM ÔNUS PARA A INSTITUIÇÃO AUTORIZAÇÃO DE AFASTAMENTO DIÁRIAS  (INCLUSIVE  COMPRA  DE  MOEDA ESTRANGEIRA)LISTA DE PARTICIPANTES (NO CASO DE COMITIVAS E DELEGAÇÕES)
PASSAGENS PASSAPORTES PRESTAÇÕES DE CONTAS RELATÓRIOS DE VIAGEM RESERVAS DE HOTEL",Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,"Os   relatórios  técnicos  de  viagem  estarão classificados no assunto correspondente ao seu conteúdo, cujos prazos e destinação estão estabelecidos nesta tabela."
029,0293         ,029.3        ,029.3         INCENTIVOS FUNCIONAIS,,,,
029,02931        ,029.31       ,"029.31           PRÊMIOS CONCESSÃO DE MEDALHAS, DIPLOMAS DE HONRA AO MÉRITO  E ELOGIOS",5 anos,5 anos,Guarda permanente,
029,0294         ,029.4        ,029.4         DELEGAÇÕES DE COMPETÊNCIA. PROCURAÇÃO,Enquanto vigora,5 anos,Eliminação,"Quanto  aos  documentos  referentes  aos ordenadores   de   despesas,   utilizar o  prazo  dos documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das contas e eliminação)."
029,0295         ,029.5        ,029.5         SERVIÇOS PROFISSIONAIS TRANSITÓRIOS:AUTÔNOMOS E COLABORADORES (INCLUSIVE LICITAÇÕES),Enquanto vigora a prestação do serviço,,Eliminação,"O  prazo total de guarda dos documentos  é de
52 anos."
029,0296         ,029.6        ,029.6         AÇÕES TRABALHISTAS. RECLAMAÇÕES TRABALHISTAS,Até o trânsito em julgado,5 anos,Guarda permanente,
029,0297         ,029.7        ,029.7         MOVIMENTOS REIVINDICATÓRIOS: GREVES E PARALISAÇÕES,5 anos,5 anos,Guarda permanente,
030,030          ,030          ,"030            MATERIAL NORMAS,   REGULAMENTAÇÕES,    DIRETRIZES,    PROCEDIMENTOS, ESTUDOS E/OU DECISÕES DE CARÁTER GERAL",Enquanto vigora,5 anos,Guarda permanente,
030,0301         ,030.1        ,030.1           CADASTRO DE FORNECEDORES,5 anos,,Eliminação,
031,031          ,031          ,"031           ESPECIFICAÇÃO. PADRONIZAÇÃO.
CODIFICAÇÃO. PREVISÃO. CATÁLOGO. IDENTIFICAÇÃO. CLASSIFICAÇÃO(INCLUSIVE AMOSTRAS)",2 anos,,Eliminação,
032,032          ,032          ,032           REQUISIÇÃO E CONTROLE DE SERVIÇOS REPROGRÁFICOS(INCLUSIVE ASSINATURAS AUTORIZADAS E REPRODUÇÕES DE FORMULÁRIOS),1 ano,,Eliminação,
033,033          ,033          ,033           AQUISIÇÃO(INCLUSIVE LICITAÇÕES),,,,
033,0331         ,033.1        ,033.1           MATERIAL PERMANENTE,,,,Os     documentos     referentes    a    material    não adquirido deverão ser eliminados  após 1 ano.
033,03311        ,033.11       ,033.11             COMPRA(INCLUSIVE COMPRA POR IMPORTAÇÃO),Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Eliminação,
033,03312        ,033.12       ,033.12             ALUGUEL. COMODATO. LEASING,Até aprovação das contas,"5 anos a contar
da   data de aprovação das contas",Eliminação,
033,03313A       ,033.13A      ,033.13A             EMPRÉSTIMO. CESSÃO,Enquanto vigora,5 anos,Eliminação,"Para transações que envolvam  pagamentos  de despesas   pendentes,    utilizar  prazos   para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das
contas e eliminação)."
033,03313B       ,033.13B      ,033.13B                      DOAÇÃO. PERMUTA,4 anos,5 anos,Eliminação,"Para transações que envolvam  pagamentos  de despesas   pendentes,    utilizar  prazos   para documentos  financeiros (Até aprovação das contas
+ 5 anos a contar da data de aprovação das conta e eliminação)."
033,0332         ,033.2        ,033.2            MATERIAL DE CONSUMO,,,,Os     documentos     referentes    a    material    não adquirido deverão ser eliminados após 1 ano.
033,03321        ,033.21       ,033.21             COMPRA,Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Eliminação,
033,03322        ,033.22       ,033.22             CESSÃO. DOAÇÃO. PERMUTA,4 anos,5 anos,Eliminação,
033,03323        ,033.23       ,033.23             CONFECÇÃO DE IMPRESSOS,Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,
034,034          ,034          ,034             MOVIMENTAÇÃO DE MATERIAL(PERMANENTE  E DE CONSUMO),,,,"Para os documentos  referentes a produtos e insumos químicos e outras substâncias entorpecentes,  observar os prazos da legislação específica vigente."
034,03401        ,034.01       ,034.01                TERMOS DE RESPONSABILIDADE(INCLUSIVE RMB OU RMBM),Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Eliminação,
034,0341         ,034.1        ,"034.1             CONTROLE DE ESTOQUE(INCLUSIVE REQUISIÇÃO,  DISTRIBUIÇÃO  E RMA)",2 anos,,Eliminação,"Para os documentos  referentes a produtos e insumos químicos e outras substâncias entorpecentes,  observar os prazos da legislação específica vigente."
034,0342         ,034.2        ,034.2              EXTRAVIO. ROUBO. DESAPARECIMENTO,Até a conclusão do caso,5 anos,Eliminação,"Para os documentos  referentes a produtos e insumos químicos e outras substâncias entorpecentes,  observar os prazos da legislação específica vigente."
034,0343         ,034.3        ,034.3              TRANSPORTE DE MATERIAL,2 anos,,Eliminação,"Para os documentos  referentes a produtos e insumos químicos e outras substâncias entorpecentes,  observar os prazos da legislação específica vigente."
034,0344         ,034.4        ,034.4             AUTORIZAÇÃO DE SAÍDA DE MATERIAL,1 ano,,Eliminação,"Para os documentos  referentes a produtos e insumos químicos e outras substâncias entorpecentes,  observar os prazos da legislação específica vigente."
034,0345         ,034.5        ,034.5             RECOLHIMENTO DE MATERIAL AO DEPÓSITO,2 anos,,Eliminação,"Para os documentos  referentes a produtos e insumos químicos e outras substâncias entorpecentes,  observar os prazos da legislação específica vigente."
035,035          ,035          ,035              ALIENAÇÃO. BAIXA(MATERIAL PERMANENTE  E DE CONSUMO),,,,
035,0351         ,035.1        ,035.1             VENDA(INCLUSIVE LEILÃO),Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Eliminação,
035,0352         ,035.2        ,035.2             CESSÃO. DOAÇÃO. PERMUTA,4 anos,5 anos,Eliminação,"Para transações que envolvam  pagamentos  de despesas   pendentes,    utilizar  prazos   para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das contas e eliminação)."
036,036          ,036          ,036              INSTALAÇÃO E MANUTENÇÃO,,,,
036,0361         ,036.1        ,036.1            REQUISIÇÃO E CONTRATAÇÃO DE SERVIÇOS(INCLUSIVE LICITAÇÕES),Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,
036,0362         ,036.2        ,036.2            SERVIÇOS EXECUTADOS EM OFICINAS DO ÓRGÃO,1 ano,,Eliminação,
037,037          ,037          ,037            INVENTÁRIO,,,,
037,0371         ,037.1        ,037.1            MATERIAL PERMANENTE,Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Guarda permanente,
037,0372         ,037.2        ,037.2            MATERIAL DE CONSUMO,Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,
039,039          ,039          ,039           OUTROS ASSUNTOS REFERENTES  A MATERIAL,,,,"Este  grupo   será   desenvolvido    pelo   órgão   de acordo com a necessidade, bem como a temporalidade e destinação."
040,040          ,040          ,"040             PATRIMÔNIO NORMAS,   REGULAMENTAÇÕES,    DIRETRIZES,    PROCEDI- MENTOS, ESTUDOS E/OU DECISÕES DE CARÁTER GERAL",Enquanto vigora,5 anos,Guarda permanente,
041,041          ,041          ,"041                BENS IMÓVEIS PROJETOS, PLANTAS E ESCRITURAS",3 anos,5 anos,Guarda permanente,"É opcional a reprodução dos documentos previamente ao recolhimento, para que o órgão permaneça  com cópias para consulta."
041,04101        ,041.01       ,041.01             FORNECIMENTO E MANUTENÇÃO DE SERVIÇOS BÁSICOS,,,,Os  documentos   que  não  envolvem   pagamentos serão eliminados após 1 ano.
041,041011       ,041.011      ,041.011               ÁGUA E ESGOTO,Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Eliminação,
041,041012       ,041.012      ,041.012               GÁS,Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,
041,041013       ,041.013      ,041.013                LUZ E FORÇA,Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,
041,04102        ,041.02       ,041.02           COMISSÃO INTERNA DE CONSERVAÇÃO DE ENERGIA (CICE),2 anos,,Eliminação,
   ,             ,             ,"                           CRIAÇÃO, DESIGNAÇÃO,  PROPOSTAS DE REDUÇÃO DE GASTOS COM ENERGIA, RELATÓRIOS E ATAS",3 anos,5 anos,Guarda permanente,
041,04103        ,041.03       ,041.03               CONDOMÍNIO,Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Eliminação,
041,0411         ,041.1        ,041.1            AQUISIÇÃO,,,,
041,04111        ,041.11       ,041.11               COMPRA,Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Guarda permanente,
041,04112        ,041.12       ,041.12               CESSÃO,4 anos,5 anos,Guarda permanente,"Para transações que envolvam  pagamentos  de despesas   pendentes,    utilizar  prazos   para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  da  aprovação  das
contas e guarda permanente)."
041,04113        ,041.13       ,041.13                DOAÇÃO,4 anos,5 anos,Guarda permanente,"Para transações que envolvam  pagamentos  de despesas   pendentes,    utilizar  prazos   para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das contas e guarda permanente)."
041,04114        ,041.14       ,041.14               PERMUTA,4 anos,5 anos,Guarda permanente,"Para transações que envolvam  pagamentos  de despesas   pendentes,    utilizar  prazos   para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das contas e guarda permanente)."
041,04115        ,041.15       ,041.15              LOCAÇÃO. ARRENDAMENTO. COMO- DATO,Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,
041,0412         ,041.2        ,041.2            ALIENAÇÃO,,,,
041,04121        ,041.21       ,041.21                VENDA,Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Guarda permanente,
041,04122        ,041.22       ,041.22                CESSÃO,4 anos,5 anos,Guarda permanente,"Para transações que envolvam  pagamentos  de despesas   pendentes,    utilizar  prazos   para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das contas e guarda permanente)."
041,04123        ,041.23       ,041.23                 DOAÇÃO,4 anos,5 anos,Guarda permanente,"Para transações que envolvam  pagamentos  de despesas   pendentes,    utilizar  prazos   para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das contas e guarda permanente)."
041,04124        ,041.24       ,041.24                PERMUTA,4 anos,5 anos,Guarda permanente,"Para transações que envolvam  pagamentos  de despesas   pendentes,    utilizar  prazos   para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das
contas e guarda permanente)."
041,0413         ,041.3        ,041.3             DESAPROPRIAÇÃO. REINTEGRAÇÃO DE POSSE .REIVINDICAÇÃO DE DOMÍNIO. TOMBAMENTO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Guarda permanente,
041,0414         ,041.4        ,041.4             OBRAS,,,,
041,04141        ,041.41       ,041.41               REFORMA. RECUPERAÇÃO. RESTAURA- ÇÃO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Guarda permanente,
041,04142        ,041.42       ,041.42               CONSTRUÇÃO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Guarda permanente,
041,0415         ,041.5        ,041.5           SERVIÇOS DE MANUTENÇÃO(INCLUSIVE LICITAÇÕES),,,,Os  documentos   que  não  envolvem   pagamentos serão eliminados após 1 ano.
041,04151        ,041.51       ,041.51               MANUTENÇÃO DE ELEVADORES,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
041,04152        ,041.52       ,041.52               MANUTENÇÃO DE AR-CONDICIONADO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
041,04153        ,041.53       ,041.53               MANUTENÇÃO DE SUBESTAÇÕES E GERADORES,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
041,04154        ,041.54       ,041.54               LIMPEZA. IMUNIZAÇÃO. DESINFES- TAÇÃO(INCLUSIVE PARA JARDINS),Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
041,04159        ,041.59       ,041.59              OUTROS SERVIÇOS DE MANUTENÇÃO,,,,"Este subgrupo será desenvolvido  pelo órgão de acordo com a necessidade, bem como a temporalidade e destinação."
042,042          ,042          ,042           VEÍCULOS,,,,
042,0421         ,042.1        ,042.1                   AQUISIÇÃO(INCLUSIVE LICITAÇÕES),,,,Para veículos não adquiridos eliminar após 1 ano.
042,04211        ,042.11       ,042.11                COMPRA(INCLUSIVE COMPRA POR IMPORTAÇÃO),Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
042,04212        ,042.12       ,042.12                ALUGUEL,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
042,04213        ,042.13       ,042.13                CESSÃO. DOAÇÃO. PERMUTA. TRANSFERÊNCIA,4 anos,5 anos,Eliminação,"Para transações que envolvam  pagamentos  de despesas  pendentes,   utilizar prazos  para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar  da  data  de  aprovação  das
contas e eliminação)."
042,0422         ,042.2        ,042.2           CADASTRO. LICENCIAMENTO. EMPLACA- MENTO. TOMBAMENTO,Até a alienação,5 anos,Eliminação,
042,0423         ,042.3        ,042.3           ALIENAÇÃO(INCLUSIVE LICITAÇÕES),,,,
042,04231        ,042.31       ,042.31            VENDA(INCLUSIVE LEILÃO),Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
042,04232        ,042.32       ,042.32            CESSÃO. DOAÇÃO. PERMUTA. TRANSFERÊNCIA,4 anos,5 anos,Eliminação,"Para transações que envolvam  pagamentos  de despesas  pendentes,   utilizar prazos  para documentos  financeiros (Até aprovação das contas
+  5  anos  a  contar da  data    de  aprovação  das contas e eliminação)."
042,0424         ,042.4        ,042.4          ABASTECIMENTO. LIMPEZA. MANUTEN- ÇÃO. REPARO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
042,0425         ,042.5        ,042.5          ACIDENTES. INFRAÇÕES. MULTAS,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,"Para  acidentes   com   vítimas,  o   prazo   total  de guarda é de 20 anos."
042,0429         ,042.9        ,042.9          OUTROS ASSUNTOS REFERENTES A VEÍCULOS,,,,
042,04291        ,042.91       ,042.91            CONTROLE DE USO DE VEÍCULOS,2 anos,,Eliminação,
042,042911       ,042.911      ,042.911              REQUISIÇÃO,2 anos,,Eliminação,
042,042912       ,042.912      ,042.912              AUTORIZAÇÃO PARA USO FORA DO HORÁRIO DE EXPEDIENTE,2 anos,,Eliminação,
042,042913       ,042.913      ,042.913              ESTACIONAMENTO. GARAGEM,2 anos,,Eliminação,
043,043          ,043          ,043           BENS SEMOVENTES,,,,A temporalidade  e destinação  serão estabelecidas pelo órgão de acordo com a necessidade.
044,044          ,044          ,044           INVENTÁRIO(INCLUSIVE RMBI),Até aprovação das contas,5 anos a contar da data de aprovação das contas,Guarda permanente,
049,049          ,049          ,049                      OUTROS ASSUNTOS REFERENTES A PATRI- MÔNIO,,,,
049,0491         ,049.1        ,049.1          GUARDA E SEGURANÇA,2 anos,,Eliminação,.
049,04911        ,049.11       ,049.11            SERVIÇOS DE VIGILÂNCIA,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,Os  documentos   que  não  envolvem   pagamentos serão eliminados após 1 ano.
049,04912        ,049.12       ,049.12            SEGUROS(INCLUSIVE DE VEÍCULOS),Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,Os  documentos   que  não  envolvem   pagamentos serão eliminados após 1 ano.
049,04913A       ,049.13A      ,"049.13A            PREVENÇÃO DE INCÊNDIOTREINAMENTO DE PESSOAL, INSTALAÇÃO E MANUTENÇÃO  DE EXTINTORES, INSPEÇÕES PERIÓDICAS",2 anos,,Eliminação,
049,04913B       ,049.13B      ,"049.13B                     CONSTITUIÇÃO     DE   BRIGADAS     DE    INCÊNDIO, PLANOS, PROJETOS E RELATÓRIOS",4 anos,5 anos,Guarda permanente,
049,04914        ,049.14       ,049.14             SINISTRO,Até a conclusão do caso,5 anos,Eliminação,
049,04915A       ,049.15A      ,049.15A            CONTROLE DE PORTARIA,2 anos,,Eliminação,
049,04915B       ,049.15B      ,049.15B                        REGISTRO DE OCORRÊNCIAS,5 anos,5 anos,Eliminação,
049,0492         ,049.2        ,049.2         MUDANÇAS,,,,
049,04921        ,049.21       ,049.21           PARA OUTROS IMÓVEIS,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
049,04922        ,049.22       ,049.22           DENTRO DO MESMO IMÓVEL,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,Os  documentos   que  não  envolvem   pagamentos serão eliminados após 1 ano.
049,0493         ,049.3        ,049.3          USO DE DEPENDÊNCIAS,2 anos,,Eliminação,
050,050          ,050          ,"050                ORÇAMENTO E FINANÇAS NORMAS,   REGULAMENTAÇÕES,    DIRETRIZES,    PROCEDI- MENTOS, ESTUDOS E/OU DECISÕES DE CARÁTER GERAL",Enquanto vigora,5 anos,Guarda permanente,
050,0501         ,050.1        ,050.1            AUDITORIA,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Guarda permanente,
051,051          ,051          ,051           ORÇAMENTO,,,,
051,0511         ,051.1        ,051.1            PROGRAMAÇÃO ORÇAMENTÁRIA,,,,
051,05111        ,051.11       ,051.11               PREVISÃO ORÇAMENTÁRIA,2 anos,,Eliminação,
051,05112        ,051.12       ,051.12               PROPOSTA ORÇAMENTÁRIA,5 anos,5 anos,Guarda permanente,
051,05113        ,051.13       ,051.13               QUADRO DE DETALHAMENTO DE DESPESA (QDD),2 anos,,Eliminação,
051,05114        ,051.14       ,051.14               CRÉDITOS ADICIONAIS CRÉDITO SUPLEMENTAR. CRÉDITO ESPECIAL. CRÉDITO EXTRAORDINÁRIO,5 anos,5 anos,Guarda permanente,
051,0512         ,051.2        ,051.2            EXECUÇÃO ORÇAMENTÁRIA,,,,
051,05121        ,051.21       ,051.21                DESCENTRALIZAÇÃO DE RECURSOS (DISTRIBUIÇÃO ORÇAMENTÁRIA),Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
051,05122        ,051.22       ,051.22           ACOMPANHAMENTO DE DESPESA MENSAL (PESSOAL/DÍVIDA),Até aprovação das contas,"5 anos a contar da

aprovação das contas",Eliminação,
051,05123        ,051.23       ,051.23           PLANO OPERATIVO. CRONOGRAMA DE DESEMBOLSO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
052,052          ,052          ,052           FINANÇAS,,,,
052,0521         ,052.1        ,052.1            PROGRAMAÇÃO FINANCEIRA DE DESEMBOLSO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
052,0522         ,052.2        ,052.2            EXECUÇÃO FINANCEIRA,,,,
052,05221        ,052.21       ,052.21              RECEITA,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
052,05222        ,052.22       ,052.22              DESPESA,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
053,053          ,053          ,053           FUNDOS ESPECIAIS,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
054,054          ,054          ,054           ESTÍMULOS FINANCEIROS E CREDITÍCIOS,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Guarda permanente,
055,055          ,055          ,055           OPERAÇÕES BANCÁRIAS,,,,
055,05501        ,055.01       ,055.01           PAGAMENTOS EM MOEDA ESTRANGEIRA,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
055,0551         ,055.1        ,055.1           CONTA ÚNICA(INCLUSIVE ASSINATURAS AUTORIZADAS E EXTRATOS DE CONTAS),Até aprovação das contas,"5 anos a contar da

aprovação das contas",Eliminação,
055,0552         ,055.2        ,"055.2           OUTRAS CONTAS: TIPO B, C e D(INCLUSIVE ASSINATURAS AUTORIZADAS E EXTRATOS DE CONTAS)",Até aprovação das contas,"5 anos a contar da

aprovação das contas",Eliminação,
056,056          ,056          ,056           BALANÇOS. BALANCETES,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Guarda permanente,
057,057          ,057          ,057           TOMADA DE CONTAS. PRESTAÇÃO DE CONTAS(INCLUSIVE PARECER DE APROVAÇÃO DAS CONTAS),Até aprovação das contas,"5 anos a contar da

aprovação das contas",Guarda permanente,
059,059          ,059          ,059           OUTROS ASSUNTOS REFERENTES  A ORÇA- MENTO E FINANÇAS,,,,
059,0591         ,059.1        ,059.1           TRIBUTOS (IMPOSTOS  E TAXAS),Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
060,060          ,060          ,060               DOCUMENTAÇÃO E INFORMAÇÃO,,,,
060,0601         ,060.1        ,060.1          PUBLICAÇÃO DE MATÉRIAS NO DIÁRIO OFICIAL,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
060,0602         ,060.2        ,"060.2          PUBLICAÇÃO DE MATÉRIAS NOS BOLE- TINS ADMINISTRATIVO, DE PESSOAL E DE SERVIÇO",1 ano,,Eliminação,
060,0603         ,060.3        ,060.3          PUBLICAÇÃO DE MATÉRIAS EM OUTROS PERIÓDICOS,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,
061,061          ,061          ,061                      PRODUÇÃO EDITORIAL(INCLUSIVE EDIÇÃO OU COEDIÇÃO DE PUBLICAÇÕES EM GERAL PRODUZIDAS PELO ÓRGÃO EM QUALQUER  SUPORTE),,,,
061,0611         ,061.1        ,061.1            EDITORAÇÃO. PROGRAMAÇÃO VISUAL,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,Documentos  que não envolvem  pagamentos  serão eliminados  após  5 anos  de  arquivamento  na fase corrente.
061,0612         ,061.2        ,061.2            DISTRIBUIÇÃO. PROMOÇÃO. DIVULGAÇÃO,Até aprovação das contas,5 anos a contar da data de aprovação das contas,Eliminação,Documentos  que não envolvem  pagamentos  serão eliminados  após  5 anos  de  arquivamento  na fase corrente.
062,062          ,062          ,"062           DOCUMENTAÇÃO BIBLIOGRÁFICA(LIVROS, PERIÓDICOS, FOLHETOS E AUDIOVISUAIS)",,,,
062,06201        ,062.01       ,062.01              NORMAS E MANUAIS,Enquanto vigora,5 anos,Guarda permanente,
062,0621         ,062.1        ,062.1            AQUISIÇÃO(NO BRASIL E NO EXTERIOR),,,,Os  documentos  referentes a material  bibliográfico não adquirido serão eliminados após 1 ano.
062,06211        ,062.11       ,062.11              COMPRA(INCLUSIVE ASSINATURAS DE PERIÓDICOS),Até aprovação das contas,"5 anos a contar da

aprovação das contas",Eliminação,
